"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_name"
"ENSMUSG00000066000.12",17.3105458845605,-4.65078747136864,0.859532139116774,-5.41083603476146,6.27311900285838e-08,6.49516750089607e-06,"Zfp979"
"ENSMUSG00000030351.5",826.532808397862,-1.34872055463145,0.250337601611644,-5.387606759626,7.14020635949073e-08,7.33473481621386e-06,"Tspan11"
"ENSMUSG00000032561.15",34.1088053458569,3.90515988374552,0.726387286299154,5.37614019050608,7.60995479378936e-08,7.7562086124825e-06,"Acpp"
"ENSMUSG00000033350.7",169.047573905239,1.24375594658101,0.231480720517424,5.37304335238318,7.74187058985021e-08,7.80626795655418e-06,"Chst2"
"ENSMUSG00000033763.14",398.65377321129,2.26275596828543,0.421198298131914,5.37218687331155,7.77874317301889e-08,7.80626795655418e-06,"Mtss2"
"ENSMUSG00000041417.15",614.237820580488,1.05820288480728,0.197103991006541,5.36875422665675,7.92823738549703e-08,7.89555610161788e-06,"Pik3r1"
"ENSMUSG00000073678.4",61.5997720556529,1.777999516085,0.331533890776356,5.36294950697632,8.18738986342362e-08,8.09187031501701e-06,"Pgap1"
"ENSMUSG00000039883.5",305.154987279495,1.2926926779682,0.241110340043272,5.36141534923885,8.25724149488422e-08,8.09954680768869e-06,"Lrrc17"
"ENSMUSG00000049536.5",26.4423290361022,2.71690464833738,0.507598922561974,5.35246338708623,8.67648626104604e-08,8.4472716240005e-06,"Tceal1"
"ENSMUSG00000064080.12",1567.6347801455,1.18339162188366,0.221154470746947,5.35097309082998,8.74825312211523e-08,8.45405260971224e-06,"Fbln2"
"ENSMUSG00000049907.8",36.7020680442743,3.40331069781052,0.637409050817846,5.33928831641754,9.33121498780659e-08,8.95110520080329e-06,"Rasl11b"
"ENSMUSG00000019817.18",40.2678986778448,3.94788807028072,0.73986666746073,5.33594530461836,9.50480525241184e-08,8.98548473354818e-06,"Plagl1"
"ENSMUSG00000026051.8",146.441206633713,7.44454298013505,1.39484293597105,5.33719086798283,9.43976543701642e-08,8.98548473354818e-06,"Ecrg4"
"ENSMUSG00000029755.10",140.507457945959,1.72694696999589,0.324128307850387,5.3279732999841,9.93147189339571e-08,9.32129369217557e-06,"Dlx5"
"ENSMUSG00000038456.9",116.815716343679,1.31676124633897,0.247256370208015,5.32548967386032,1.00681436206409e-07,9.38207154820584e-06,"Dennd2a"
"ENSMUSG00000062980.15",112.078516533136,1.62049527566693,0.304537398519321,5.32117002228914,1.031019864027e-07,9.53949301141581e-06,"Cped1"
"ENSMUSG00000015222.18",11.1876503641186,6.933823132815,1.30874684136561,5.29806293597616,1.17037629741191e-07,1.07526261803069e-05,"Map2"
"ENSMUSG00000012017.4",778.507362125697,1.34175719710809,0.253410462282002,5.29479795358625,1.19148072707295e-07,1.08699703254502e-05,"Scarf2"
"ENSMUSG00000032690.16",20.243038900443,-3.45506373098725,0.653337393859079,-5.28832998610284,1.23438144899249e-07,1.11831530441361e-05,"Oas2"
